Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Employment in Services(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Female Employment in Services(%),Unemployment(%),Female Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Agriculture value added(%),Industry value added(%),Services value added(%),Expense(% of GDP),GDP per capita,GDP growth rate,Foreign Direct Investment,Exports of goods and services,Imports of goods and services,Male life expectancy,Female life expectancy,Inflation rate,Year,Country
1127816.0,556764.0,571052.0,12.045,6.412,10.0,20.4026981594089,3.79526400523142,75.8020378353597,2.47540134645262,9.1359598454368,88.3882404493487,6.359,6.512,25799940077.6075,-1.82385371507743,-368643354.381295,530875277.903353,2.05766089497283,14.4791152125979,71.6413288911788,38.971535410051,31105.02734375,2.28354499702917,31031904287.2207,50.3345258473469,58.5671734221764,77.362,82.048,2.43004084102254,2010.0,Cyprus
1109371.0,547513.0,561858.0,12.286,6.443,10.0,21.8217190854892,3.92950434330847,74.2485949188195,2.95152914021927,9.4068914351661,87.6415794246146,5.594,5.715,26048179949.1741,-3.63518284093054,-72511918.4108414,518051266.601391,1.98881944002316,15.9545009113836,69.9768267979178,39.0255635593486,32236.44921875,-2.01526235906867,64632059145.0638,48.7222504024133,54.0688414967863,77.109,81.766,0.326276652249794,2009.0,Cyprus
1091026.0,538274.0,552752.0,12.167,6.599,10.0,23.0456745333635,4.23111737267412,72.7230256002219,2.66910051396798,9.59589162089183,87.7350078651402,3.756,4.44,27844646257.507,6.00623916489751,-456532884.136517,582875347.883404,2.09331209487447,17.8966297974596,66.3692756373905,62.3695063733969,35397.296875,3.6468119905756,12297296307.4339,50.081695822203,62.8442350525052,76.813,81.198,4.66900841902485,2008.0,Cyprus
1072714.0,529042.0,543672.0,11.821,6.598,10.0,22.5193779609113,4.38504653327999,73.0955755058087,2.35953687836533,9.47859671709044,88.1618664045442,3.946,4.629,23968727073.6381,2.59340000879777,-1535628250.75281,485015056.118259,2.02353280851406,18.1971192501955,66.0995381791403,60.9704927753724,31244.87890625,5.09806845261184,2294635570.94299,53.2589801292313,58.0161427153915,76.656,81.006,2.37265183669719,2007.0,Cyprus
1054418.0,519822.0,534596.0,12.243,6.796,10.0,22.6451443416329,4.26087548770639,73.094174766728,2.8795980753424,10.0333397981141,87.0870621265435,4.593,5.492,20072754986.8272,2.21049180075539,-1112482749.96864,456851085.183791,2.2759759957395,17.830157800694,66.9928855593874,62.3031109414924,26729.28125,4.71382866563106,1871897927.22828,53.4358108781673,56.3706871621756,76.255,80.522,2.30468732978555,2006.0,Cyprus
1036151.0,510623.0,525528.0,11.882,6.889,10.0,24.0471547597944,4.73864240705226,71.2140013859567,3.44493224641742,10.3572107255797,86.1978570280029,5.481,6.798,18433412510.8817,2.49096824352537,-958400696.430792,504804128.839697,2.73852781486715,17.8911353003281,66.7369863544184,63.2176355866548,24959.26171875,4.85300383835666,1161973511.03819,55.6921064986712,56.2249587732868,75.953,80.287,2.56016132330234,2005.0,Cyprus
1017875.0,501418.0,516457.0,12.111,6.916,9.0,23.9909872599712,4.82579333024434,71.1832194097844,3.63255811646604,10.5430485911686,85.8243932923654,4.77,6.4,17320551250.0,2.43726239703031,-974662500.0,534050000.0,3.08333142687938,18.067453251524,66.8237969620049,61.1222353904409,23792.619140625,5.02634392575987,1118841808.54652,56.8898030886863,57.0138104005206,75.815,80.105,2.28621706801675,2004.0,Cyprus
999590.0,492191.0,507399.0,11.949,6.952,9.0,22.8750889828734,5.18654997696914,71.9383610401574,3.87072978657655,11.1047977910025,85.0244724224209,4.153,4.643,14547329558.3239,4.90200681679103,-592955832.389581,487757644.394111,3.3529015922721,18.0129342330248,67.3560787874655,63.5792789267382,20252.24609375,2.6232861229859,908147517.991038,57.7621279453982,56.2425050360864,75.621,79.992,4.13906538686858,2003.0,Cyprus
981440.0,483007.0,498433.0,11.786,7.113,9.0,23.1816536902164,5.25443304866765,71.5639132611159,4.20651094737942,11.9083450906621,83.8856665099023,3.336,4.306,11420228846.1538,3.39727057347478,-589028846.153846,432628846.153846,3.78826774823824,17.9301859605063,68.4036794358998,58.1126909131991,16093.2158203125,3.72295649883057,1103449726.13198,62.4053067776663,61.2360253457133,75.37,79.635,2.80115505180747,2002.0,Cyprus
964127.0,474258.0,489869.0,12.182,7.316,9.0,23.6946483146318,4.83837865572088,71.4669730296473,3.92279672331097,12.3046156043799,83.7725876723091,4.043,5.919,10397898907.1038,6.66957210688821,-742094717.668488,401441712.204007,3.86079645311557,17.3938040761177,69.3356940456567,55.6688727978015,14821.44921875,3.95256054086292,944742873.957096,68.2088550711651,63.6402127969492,74.977,79.02,1.97304191729914,2001.0,Cyprus
947667.0,465991.0,481676.0,12.655,7.458,9.0,23.7698432381236,5.40435210838465,70.8258046534918,4.60233400208458,12.9508799199908,82.4467860779246,4.766,7.5,9985847313.85485,1.72406867895603,-857276154.571159,364210179.076343,3.64726364853406,17.6860389784449,69.7823234088886,54.3060315507251,14388.3525390625,5.96531031488554,854874285.662107,69.9628239174311,67.532079331125,74.601,78.552,4.14165764702061,2000.0,Cyprus
10864042.0,5507052.0,5356990.0,,,10.0,35.6895882485904,2.74489137813669,61.5655203732729,1.78920182593031,21.5418800486049,76.6688764831936,2.579,3.039,343207874553.734,,,5941503958.67512,1.73116772638178,30.4223358832913,59.6694492145954,,31591.1770732969,-0.085330275927376,8225354599.29861,68.9733370768244,63.9787560820245,,,10.6612601372426,2023.0,Czechia
10672118.0,5410575.0,5261543.0,9.5,11.3,10.0,36.8949677427218,2.67639142779281,60.4286408294854,1.7489762394623,22.0337189161003,76.2172618202501,2.224,2.767,301831228325.556,,-13216166459.7337,6267071969.85914,2.07634975500264,29.2185730464326,59.7439357764226,34.4426537105922,28282.2236715857,2.84717065717149,9143600294.9133,72.4094281428088,71.6020659665878,76.2,82.0,15.1001651468371,2022.0,Czechia
10505772.0,5326877.0,5178895.0,10.6,13.3,10.0,36.8203064362899,2.54754634020647,60.6321472235036,1.5065630135176,22.7893352532096,75.7041017332728,2.803,3.426,290972714482.313,5.85124348397585,-11500511267.0967,5117822079.05034,1.75886666492278,28.5164055991395,60.8665523629247,36.8457557403545,27696.4619527544,4.02901830633854,12890950336.4655,70.550045142844,66.8280711600245,74.1,80.5,3.83984491500146,2021.0,Czechia
10697858.0,5424401.0,5273457.0,10.3,12.1,10.0,37.2455185678113,2.61002552360788,60.1444559085808,1.60025587814113,23.5363650882058,74.8634232726124,2.55,2.954,251109660602.536,-5.78285417710897,-12264710634.3103,4881550177.18465,1.94399138825301,29.6728490106408,59.5821298700586,37.6424553361707,23472.8915454417,-5.30487954551279,8515481807.56744,67.7609732344735,61.0194570714913,75.2,81.3,3.16129528497801,2020.0,Czechia
10671870.0,5412760.0,5259110.0,10.5,10.5,10.0,37.2499401801653,2.66376624149157,60.0863127053886,1.7372641232347,23.573120501453,74.6896153753123,2.015,2.378,256794209028.77,1.91804947512679,-15263875110.3795,4857307939.69192,1.89151770908811,30.8172927602906,57.8053442859741,32.0399044366584,24062.7190013343,3.56577657204843,10752120870.768,72.1248511386482,66.0297588552233,76.4,82.2,2.8478759591805,2019.0,Czechia
10629928.0,5393705.0,5236223.0,10.7,10.6,10.0,37.4975564607749,2.80217926509402,59.7002452026054,1.76280158459887,23.8873969213261,74.349801494075,2.246,2.81,251992360762.236,2.79354701278751,-13669725685.403,4960626478.85595,1.96856224682798,31.2449402120943,57.0226523268952,31.8283646893324,23705.9329811299,2.83030589412112,8324668391.46793,75.6097814865591,69.5319364042301,76.2,82.0,2.14949494949493,2018.0,Czechia
10594438.0,5378161.0,5216277.0,10.8,10.5,10.0,38.0577793006004,2.80295938058974,59.1392613188098,1.78620568665101,24.1805822974539,74.0332120158951,2.893,3.585,221563575696.217,5.82312663853762,-12378416917.3951,4664931768.59788,2.10545968755889,32.2345069182507,55.6563920064008,31.386098316698,20913.197632212,5.17356528805017,11234740946.0941,77.6844326231276,70.066402231634,76.1,82.0,2.4505339846014,2017.0,Czechia
10566332.0,5366453.0,5199879.0,10.7,10.2,9.0,38.0713323603149,2.90148540355118,59.0271822361339,1.71791377811085,24.1174125066864,74.1646737152027,3.952,4.674,198160659303.939,2.75325205030303,-13241084428.1384,4256683908.49668,2.14809736879598,33.0261220764687,54.8701536021871,32.5225943262792,18753.9686718096,2.58087014675783,10850612308.2062,78.108333006403,70.4386716580323,76.1,82.1,0.683504209385703,2016.0,Czechia
10546059.0,5358877.0,5187182.0,10.5,10.5,9.0,38.0254717011159,2.92549382205219,59.0490344768319,1.63522453921308,23.7303041473898,74.6344713133971,5.048,6.08,189107698561.919,5.88671500194647,-12896143096.7021,4271802428.98521,2.25892571347988,33.515061761941,54.3330095169346,33.0693000771957,17931.5987670768,4.95875849031782,1699914616.60242,80.0125671431762,74.0058338544563,75.7,81.6,0.309364548494975,2015.0,Czechia
10525347.0,5351090.0,5174257.0,10.4,10.0,9.0,38.0395055487515,2.74853669364203,59.2119577576065,1.63565528686824,23.5865256766975,74.7777725623531,6.108,7.396,210911285077.683,2.91561541710412,-14371480187.8839,5046465133.08443,2.39269564510297,33.5256056944841,54.5981250304078,34.2174755498584,20038.4163180257,2.24521218606488,8088661929.8803,81.3510352122697,75.0640876146159,75.8,82.0,0.343988589646794,2014.0,Czechia
10514272.0,5348039.0,5166233.0,10.2,10.4,9.0,37.5114648056328,3.03035957605877,59.4581756183085,2.06680045710695,22.9079034240004,75.0252961188927,6.953,8.287,213024360541.119,0.747166295532338,-13446047852.4316,5000924005.84211,2.34758315581321,32.3750644937133,54.9680487770361,34.5157400640104,20260.4954999375,-0.0418124078092319,7357578652.57,75.5803954463061,69.9218351786551,75.2,81.3,1.4382978723404,2013.0,Czechia
10510785.0,5348916.0,5161869.0,10.3,10.3,9.0,38.1239970525626,3.05022924512854,58.8257941706239,1.92695061854228,23.3372128027231,74.7357891717767,6.979,8.205,210363223087.728,0.960715831950367,-13429702464.5639,4694521772.44285,2.23162666151254,32.6118775656289,55.1671455759611,36.3468844348247,20014.0354015165,-0.770668176495519,9433199804.77647,75.1048104767256,70.375384920209,75.1,81.2,3.28762306610411,2012.0,Czechia
10496088.0,5343660.0,5152428.0,10.4,10.2,9.0,38.4526278046565,2.98912279398288,58.5582494013606,1.8746631930705,23.8968364849791,74.2284525902332,6.712,7.895,231429378717.312,-0.246822277165336,-18526533899.0633,4545116340.39867,1.96393230867654,33.3153047782183,55.1142697031149,34.6520142942431,22049.1080788682,1.77238083691023,4188736491.29368,70.2506376126123,66.5002179298254,74.8,81.1,1.9172191363555,2011.0,Czechia
10474410.0,5335541.0,5138869.0,11.2,10.2,9.0,37.9871714619411,3.09618142646128,58.9166471115976,1.91733143457115,23.2066231399573,74.8760454254716,7.281,8.46,211168667286.27,-1.24868056481358,-15651800557.6427,3215216053.82692,1.52258196973334,32.7825374564339,56.2888177196257,34.639613861013,20160.4355077059,2.71466511501851,10167834374.8186,64.8915980155479,61.8648821012499,74.4,80.6,1.47272727272722,2010.0,Czechia
10443936.0,5324047.0,5119889.0,11.3,10.3,9.0,38.5713177201047,3.1169403373314,58.3117419425639,2.22064299642812,24.057467262506,73.7218897410659,6.662,7.728,206971882704.716,-6.23525407186798,-14320201437.3393,3640350417.03824,1.75886230026321,32.9918730301951,55.7128174973799,35.1186476762797,19817.4215836554,-4.79832416832794,5271613701.7927,58.4757844686548,54.5734703162206,74.2,80.1,1.01937735329232,2009.0,Czechia
10384603.0,5297852.0,5086751.0,11.5,10.1,9.0,40.5255439043335,3.17428872192186,56.3001874859466,2.30353227404454,26.7177392392814,70.9787755090525,4.392,5.611,236506264753.95,0.54850589179118,-14427151367.4678,4541785528.09621,1.92036584435566,33.6216094655094,55.1728220283319,32.1223391133862,22774.7045076205,2.61226805242944,8815393022.10815,63.0342206340259,60.870589295922,74.0,80.1,6.35866380152373,2008.0,Czechia
10298828.0,5258047.0,5040781.0,11.1,10.2,9.0,40.6374200654725,3.3816441773922,55.9809357571353,2.46149541518121,27.0182206431933,70.5202839416255,5.316,6.736,190040702286.917,5.30136616361021,-12247741910.0509,3969409225.52319,2.08871530033094,34.147619592136,54.3201070157384,32.3810509125975,18452.6532812196,5.48882596113995,13815656003.7033,66.150542351883,63.7261971530059,73.7,79.9,2.85312437211175,2007.0,Czechia
10238905.0,5231488.0,5007417.0,10.3,10.2,9.0,40.5260387664349,3.60343520716388,55.8705260264013,2.62918617514076,27.2654130888516,70.1054007360077,7.141,8.84,156236258386.589,3.08920071243266,-9725211988.17469,3379286232.71787,2.16293341098596,34.2768164992188,54.4482943427268,32.6086353042219,15259.0788162004,6.62317298453949,7132002407.70599,64.8869825723489,62.164032482667,73.5,79.7,2.53399258343635,2006.0,Czechia
10211216.0,5221570.0,4989646.0,10.0,10.6,9.0,40.3947687974843,3.83845269476557,55.7667785077502,2.80074406411382,27.4058774869297,69.7933784489564,7.927,9.799,137264185596.1,6.04119134757664,-6336413801.16373,3131349812.584,2.28125770679761,33.5317423512837,54.6370936474549,33.4491817376531,13442.4916284309,6.37502885831655,13730164683.4592,61.7588664473362,59.4324208687688,72.9,79.1,1.8570978910922,2005.0,Czechia
10197101.0,5218357.0,4978744.0,9.6,10.5,9.0,40.2329516248033,4.09726759460295,55.6697807805938,2.98998591014192,27.6000275066804,69.4099378124678,8.298,9.91,120147899983.657,4.11165932006779,-5675063619.17213,2893213176.75624,2.40804306787699,33.4524157670713,54.7067356224235,34.539184662623,11782.5546676117,4.73633970443348,6423465150.75736,56.8994781682745,56.2744978021405,72.6,79.0,2.76010781671157,2004.0,Czechia
10193998.0,5220599.0,4973399.0,9.2,10.9,,40.0460603489287,4.371070404283,55.5828692467883,3.18845886772166,27.680154889428,69.1313862428503,7.777,9.888,100435924704.881,4.00879879066119,,2441632103.22947,2.43103462272479,32.2100439891755,56.8065333967246,38.1534005577445,9852.45677945801,3.30083683069202,2021275745.955,46.5673230629568,48.0795370036041,72.0,78.5,0.118739205526791,2003.0,Czechia
10196916.0,5226006.0,4970910.0,9.1,10.6,,40.1017734956952,4.66197973302943,55.2362467712753,3.39922716946711,27.9938486632003,68.6069241673326,7.28,9.031,82607869609.574,3.38119899186111,,2186012841.1111,2.64625253192312,33.0610183304209,55.7779243665848,36.8246818410733,8101.26018588111,1.51345948276807,8496609035.7758,44.7797457982463,46.0995257474119,72.1,78.5,1.90298097019032,2002.0,Czechia
10216605.0,5240000.0,4976605.0,8.9,10.5,,40.2539144171352,4.97203836910198,54.7740683328194,3.62518903748051,28.4024313577416,67.9723796047779,8.128,9.878,68135304463.9641,4.19778239838769,,2171959501.20545,3.18771526493166,33.7406533635544,54.3782658724003,36.5068873202154,6669.07494847497,2.91721954577413,5640707235.87483,48.6218413983162,49.9150323317027,72.1,78.4,4.66267556988253,2001.0,Czechia
10255063.0,5262502.0,4992561.0,8.9,10.6,,40.2964562719574,5.29722000644931,54.4063237215933,3.8697800401899,28.6488601869373,67.4813597728728,8.764,10.567,62175642238.0847,1.93613155486609,,2008420670.80359,3.23023711297245,33.3054131766471,54.6093678376464,33.4006750843855,6062.92152842793,4.01066961867447,4987079129.26384,47.8222277784723,49.6761678543151,71.7,78.4,3.77538829151734,2000.0,Czechia
83280000.0,42160349.0,41119651.0,,,13.0,26.50471702511,1.19870655264497,72.296576422245,0.82031478119762,13.1641660857864,86.0155141629173,3.068,2.836,4525703903627.53,,179020240303.925,38106068968.6281,0.841992091839782,26.8431150028073,63.6906260825937,,54343.2265084958,-0.266438410090913,19515498091.7767,43.4023485563427,39.3967578932279,,,5.94643667725823,2023.0,Germany
83797985.0,42428700.0,41369285.0,8.8,12.7,13.0,26.8677527420084,1.24023198714586,71.8920176111622,0.885764028982858,13.6648358137429,85.4494001572743,3.12,2.797,4163596357879.39,,158789204143.969,41800765690.6616,1.00395816735587,25.6868874641173,63.4193507593864,31.4551133705123,49686.1154582583,1.36973105536585,62728998895.9956,45.7805177232318,43.2836096462941,78.33,83.2,6.87257438551097,2022.0,Germany
83196078.0,42124059.0,41072019.0,9.6,12.3,13.0,27.5018641500002,1.24615646358489,71.251981768563,0.929196221491064,14.0464814175569,85.0243223609521,3.594,3.14,4348297440387.53,2.49621222857832,164808948507.749,32272252100.7747,0.742181337482252,25.3066536831626,63.3916321679006,32.720769435816,52265.6541620571,3.66999986156735,102148693815.945,42.6575836538409,37.4990343972191,78.4,83.3,3.06666666666673,2021.0,Germany
83160871.0,42100629.0,41060242.0,9.3,11.9,13.0,27.3718221770653,1.22072117993967,71.407459028269,0.823383994930565,13.9214649044814,85.255151100588,3.881,3.487,3940142541354.1,-4.77714365303953,111007755436.576,28719378963.4242,0.728891877945977,25.3774618653649,63.7295412248306,32.1608467019556,47379.765194548,-4.09513749064689,176781024357.228,39.1691838521344,33.824073376198,78.7,83.5,0.144877925813982,2020.0,Germany
83092962.0,42061667.0,41031295.0,9.4,11.3,13.0,27.1821282894814,1.20414805613861,71.61372365438,0.83160985204576,13.8886829951453,85.2797021310103,3.163,2.724,3957208055215.68,0.736513131304605,145550717341.176,32990913803.9215,0.83369166704386,25.631053953741,62.9095188521251,27.899362920382,47623.8656074829,0.987893349167578,75463438450.8917,42.3863044855837,36.747442628887,79.0,83.7,1.44565976888253,2019.0,Germany
82905782.0,41970559.0,40935223.0,9.5,11.5,13.0,27.3399862183204,1.24953878951843,71.4104749921611,0.845882777112782,13.9228076130822,85.2313045281156,3.384,2.902,4052008447223.53,1.25395496893613,133991098682.353,30109616181.9608,0.743078810770796,25.9385391984565,62.688822632777,27.3876244852279,48874.8595028454,1.11644310926225,162250938125.842,42.6073917339186,36.6202679583694,78.6,83.3,1.73216879766942,2018.0,Germany
82657002.0,41855160.0,40801842.0,9.5,11.3,13.0,27.405240069354,1.27662292263411,71.3181370080118,0.881059749202899,13.8386659726926,85.2802742781045,3.781,3.317,3763092263752.95,1.91164775014263,87940031182.3531,32382310923.5295,0.860523969487648,26.1175704194698,62.3410214613147,27.5391986454965,45526.5999576533,2.71602451931592,108786501529.106,42.3259814296135,35.24065551723,78.7,83.4,1.50949485109628,2017.0,Germany
82348669.0,41709920.0,40638749.0,9.6,11.1,13.0,27.3817201800184,1.30827804185967,71.3100017781219,0.890905978861886,13.7705077619801,85.338586259158,4.104,3.722,3537784107980.55,2.38645579551952,86077213666.9263,25837332459.9222,0.730325301694873,26.2157748012428,62.3201016235361,27.3671431834324,42961.0356905775,2.29471067684281,58132711370.7803,41.6238177033957,34.3607698108013,78.6,83.5,0.491747008445174,2016.0,Germany
81686611.0,41477200.0,40209411.0,9.0,11.3,13.0,27.6900899187125,1.39399310380204,70.9159169774855,0.954285125530647,13.8420041162287,85.2037107582407,4.612,4.205,3423568450957.03,2.02073222003725,76515337476.1718,24267265943.75,0.708829582097775,25.9152852721469,62.5608866851393,27.4487709234683,41911.0109851054,1.65271977174628,62418993509.249,42.6044431481211,35.1869136162559,78.3,83.1,0.514426137125456,2015.0,Germany
80982500.0,41250774.0,39731726.0,8.8,10.7,13.0,28.0524458193656,1.428272664952,70.5192815156824,1.00852111660496,14.1783609781043,84.8131179052908,4.979,4.629,3965800686309.79,2.03196159001789,77919228001.5684,36302612432.1567,0.915391753233484,26.014632332497,62.2706244535487,27.5095890686293,48971.0824722599,2.16949892879079,17356720097.6155,41.6838906996921,35.1464405712237,78.7,83.6,0.906794000434246,2014.0,Germany
80645605.0,41140519.0,39505086.0,8.5,11.1,13.0,27.778443199266,1.44623816440879,70.7753161446283,1.00894295601882,14.0241517020586,84.9669053419226,5.316,4.989,3808086291482.36,0.166052215335384,86459156234.9022,35296065010.1962,0.926871460059708,25.9077941463687,62.3347911609609,27.9891744091962,47220.0102098851,0.386224576109953,67199694458.9368,41.6686546134315,35.8957269607433,78.1,83.0,1.50472330251876,2013.0,Germany
80425823.0,41118790.0,39307033.0,8.4,10.8,13.0,28.1932371518742,1.56060560638904,70.2461572417368,1.09931618471753,14.1944183267833,84.7062654884992,5.372,5.226,3597896500945.31,-0.253460525791581,84629029816.4063,32778813385.5469,0.911054928259736,26.576107528264,61.7936137238518,27.933530449439,44735.5882319701,0.474291305855544,65443087632.2705,42.6688163749205,36.6316714160221,78.1,83.1,2.00848884782956,2012.0,Germany
80274983.0,41126974.0,39148009.0,8.3,10.6,13.0,28.2359740576418,1.64438058386325,70.1196479011654,1.18186130705365,14.2805769412212,84.5375617517252,5.967,5.708,3824828563521.41,5.78255687863489,96010113570.0391,35354271468.8717,0.924336107663921,26.3124087910008,62.0148045170518,28.3049046331442,47646.582043143,3.75796886586348,97535403952.5493,41.6299889730367,36.777324487501,77.9,83.1,2.07517283735874,2011.0,Germany
81776930.0,41932189.0,39844741.0,8.3,10.5,13.0,28.3099934600273,1.64715846062239,70.0428454793771,1.19773923032064,14.2949802382467,84.5072805314327,7.043,6.594,3468154343000.01,3.9355039474203,68194865333.3335,26904094033.3334,0.775746733637608,26.0631254634833,62.683615819209,30.7473070189522,42409.9356994694,4.14676754532437,86037502102.1644,39.4832687323685,34.3793720327515,77.5,82.6,1.1038103778926,2010.0,Germany
81902307.0,41973689.0,39928618.0,8.1,10.4,13.0,28.7963879553932,1.68238036137098,69.5212316832358,1.24958854261081,14.6395769995861,84.1108344578031,7.88,7.489,3479800820863.28,-4.30061250891657,76913881871.875,23320762093.75,0.670175199509393,23.8731076168297,64.6255315908244,30.434571741213,42487.2137101496,-5.54516453771706,56701916794.97,35.4417264226192,30.6735421084064,77.3,82.5,0.312739007368447,2009.0,Germany
82110097.0,42050191.0,40059906.0,8.3,10.3,13.0,29.3432225108137,1.78449275481855,68.8722847343678,1.32054413712563,15.0228796168603,83.6565762460141,7.508,7.723,3808786022312.5,-0.675083446371389,35555513457.0312,31875683274.2187,0.836898767415279,26.0600923666244,62.584682277347,27.801002440456,46386.3295924799,0.910403196145353,30954735498.025,40.9425488863489,35.1588613264959,77.2,82.4,2.62837981637219,2008.0,Germany
82266372.0,42139308.0,40127064.0,8.3,10.1,13.0,29.8965119027746,2.2585286352828,67.8449594619427,1.6180503370049,16.0360124722254,82.3459371907697,8.732,8.772,3484056680854.91,2.85478315593278,49741500433.3335,28641620541.5687,0.822076767549622,26.4597084438011,62.2339530017072,27.5320782623062,42350.9217211489,2.89010718962479,50847183837.0148,40.6368056265783,34.2470360551014,76.9,82.3,2.29834400700951,2007.0,Germany
82376451.0,42278226.0,40098225.0,8.2,10.0,13.0,29.6524872786833,2.26795818403246,68.0795545372842,1.60822073013992,16.0641609506533,82.3276183192068,10.277,10.274,3046308753670.58,4.73657600388782,50649600942.3529,21829841145.8823,0.716599757643703,26.2600466577088,63.0772242784954,28.6974997733062,36980.3349948954,3.85573615221429,87444159239.0628,38.9694499171537,33.7897435474697,76.4,82.0,1.57742642840563,2006.0,Germany
82469422.0,42371865.0,40097557.0,8.3,10.1,13.0,29.8404864503707,2.37341459550327,67.786098954126,1.73657674983971,16.0696343857841,82.1937888643761,11.193,10.942,2893393187361.87,0.317466431002572,23504597515.9533,21007708339.2996,0.72605784900095,25.6870805044481,63.6742328149253,30.0041707693565,35084.4363546269,0.885697236264619,59835195025.1917,35.9531497908166,30.9999527026155,76.2,81.8,1.54691114751328,2005.0,Germany
82516260.0,42367382.0,40148878.0,8.6,9.9,13.0,31.2532097841813,2.35515524595217,66.3916349698665,1.70594671937523,17.0457422917403,81.2483171573797,10.727,10.08,2852317768061.78,3.02019187721116,17000412961.0039,27064826604.6333,0.948871367267906,25.8386247078115,63.442809545407,29.9861755573387,34566.7359143735,1.16236826742538,-20408419557.1429,33.9352126434777,28.9712783030388,75.9,81.6,1.66573696655992,2004.0,Germany
82534176.0,42368216.0,40165960.0,8.6,10.3,13.0,31.37774488982,2.42462716176162,66.1976306941663,1.83190952429795,16.9496173016823,81.2184792756662,9.779,9.282,2534715518349.01,-0.415131079234627,-25410387049.4117,21021484727.8431,0.829342960804352,25.6207353590889,63.5131046362699,31.1635970921229,30711.1022511331,-0.529928993631358,65401516009.2493,31.2678451095809,27.6466991846698,75.6,81.3,1.03422218628562,2003.0,Germany
82488495.0,42333358.0,40155137.0,8.7,10.2,13.0,32.3668178966069,2.48709656948766,65.1460855339054,1.96503792611972,17.6266339470499,80.408334228201,8.482,8.214,2102350798305.89,-0.795238518209217,-22049833704.7059,18949297458.8236,0.901338514680484,25.7983862262522,63.4128526194588,30.8239781232009,25486.5942008748,-0.228310249295362,51268214890.6254,31.1904504893495,27.1421182354634,75.4,81.2,1.42080615551526,2002.0,Germany
82349925.0,42269743.0,40080182.0,8.9,10.1,13.0,32.7815565372497,2.61599185839958,64.6024516043507,2.06701137579318,17.8894677596843,80.0435208645225,7.773,7.78,1966381496641.73,1.13599634031732,-13667306590.5512,21302548312.9922,1.08333750848315,26.5785482320897,62.4078923995573,30.4174846164707,23878.3641471651,1.63654101289237,56948542386.9091,30.5604113813066,28.9988749869052,75.5,81.3,1.98385731334471,2001.0,Germany
82211508.0,42198832.0,40012676.0,9.3,10.2,13.0,33.5310743242849,2.63752523188634,63.8314004438288,2.11013600062188,18.2755803024929,79.6142836968852,7.917,8.271,1966980701145.1,1.18890216446658,-10957739281.5687,19594440227.451,0.996168402468,27.2536461219162,61.6837429448832,31.0107716724735,23925.8559901991,2.87724594841264,248007397121.859,29.6806532498145,29.5149460477259,75.0,81.0,1.44026838719741,2000.0,Germany
5946952.0,2990995.0,2955957.0,,,10.0,19.2664507601754,2.02176194757079,78.7118203189454,0.988604286461056,9.60752744380554,89.4038682697334,5.094,5.274,407091920305.404,,11582067441.3551,3080516573.18861,0.756712776534002,23.4885652894018,64.424784991723,,68453.8769281145,2.49518433148894,4576876842.84454,67.9596433833598,59.8089240967317,,,3.30517811237606,2023.0,Denmark
5903037.0,2967128.0,2935909.0,9.9,10.1,10.0,19.0742806913023,2.11706685887241,78.8086524498253,1.06579025825754,9.25910986555736,89.6750998761851,4.434,4.493,401945576107.963,,12764423623.9001,3173703933.49158,0.789585486727465,20.8355183946708,66.5445137985789,32.5379336853058,68091.3191138669,1.54017310709567,30820919526.0381,70.5484698289144,60.9946813134056,79.5,83.2,7.6965669988926,2022.0,Denmark
5856733.0,2942923.0,2913810.0,10.8,9.8,10.0,19.3351524471162,2.04451926418238,78.6203282887014,0.919143397459843,8.8323274654464,90.2485291370938,5.043,5.139,408378204639.999,6.17761987009335,16122821185.1556,4040901868.0952,0.989499885689885,19.796771565732,66.3992992151053,36.9145719351689,69727.9873677012,7.38206628977555,16997286703.2256,58.8254237804554,52.5886199023436,79.6,83.3,1.8530454398968,2021.0,Denmark
5831404.0,2930630.0,2900774.0,10.4,9.4,10.0,18.8885890877673,2.11452993125855,78.9969159318821,0.982869624687289,8.97627494423725,90.0408554310755,5.637,5.98,355631021931.621,-0.981220323874012,11505082372.1377,4756636352.81684,1.33752008668451,19.5550544065806,65.9864386706891,39.568041649914,60985.4885601514,-1.7801059882175,1294050740.46455,55.0368973244514,49.3965353466999,79.7,83.6,0.420711974110115,2020.0,Denmark
5814422.0,2921554.0,2892868.0,10.5,9.3,10.0,18.5459723414428,2.22296164038879,79.2310660181684,1.09947857108493,8.7520122567251,90.14850917219,5.018,5.269,345401473012.615,0.954636306874363,10041912600.2705,4287217763.41859,1.24122741169144,20.6402200527554,65.1563499910143,36.0674061760742,59404.2663247723,1.7114009439059,-3801733788.9774,58.9506079167167,52.9408671489359,79.5,83.5,0.75813157251162,2019.0,Denmark
